Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
E1,5526,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E113,30164,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,Yes
E114,30165,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E115,30166,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E116,30163,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,Yes
E117,30162,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E151,30931,Energy - Total Sishen Fleet,202,2015-08-01,"R7,895.16","R2,657.34",403,Yes
E154,30932,Energy - Total Sishen Fleet,202,2015-08-01,"R7,895.16","R2,657.34",403,Yes
E155,9137,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E156,30933,Energy - Total Sishen Fleet,202,2015-08-01,"R7,895.16","R2,657.34",403,No
E157,30934,Energy - Total Sishen Fleet,202,2015-08-01,"R7,895.16","R2,657.34",403,Yes
E2,5527,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E21,1335,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,Yes
E22,1337,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E23,1332,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E24,1334,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E25,1333,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E27,1336,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E28,1338,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,Yes
E29,1359,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E3,5525,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,Yes
E31,1387,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E32,1383,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E33,1385,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,Yes
E36,30001,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E37,30000,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E38,"",Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E4,5530,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,Yes
E59,30003,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E64,1251,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E98,30055,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
E99,21016,Energy - Tankers,201,2015-08-01,"R7,508.06","R2,080.20",403,No
