Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
"","","","",""
"","","","",""
T133,410597,472319.00,472793.00,-474.00
T131,410637,280193.00,281332.00,-1139.00
T128,410882,284231.00,284201.00,30.00
"","","","",""
T132,410885,477910.00,488997.00,-11087.00
T137,410892,135675.00,132356.00,3319.00
T138,410893,130643.00,130702.00,-59.00
T140,410895,129300.00,129271.00,29.00
"","","","",""
T136,411129,134269.00,133843.00,426.00
"","","","",""
T137,411174,135675.00,132356.00,3319.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T128,411277,285012.00,284608.00,404.00
T138,411282,131439.00,131354.00,85.00
"","","","",""
"","","","",""
T138,411693,131752.00,131902.00,-150.00
"","","","",""
T128,411766,285483.00,284985.00,498.00
"","","","",""
T131,411839,280193.00,280163.00,30.00
T129,412625,289579.00,289495.00,84.00
"","","","",""
"","","","",""
T137,412700,135901.00,133222.00,2679.00
"","","","",""
T133,412706,473438.00,472793.00,645.00
T130,412713,305627.00,305685.00,-58.00
"","","","",""
T136,412717,134906.00,135576.00,-670.00
"","","","",""
T140,412768,130473.00,130100.00,373.00
T136,412772,135724.00,135932.00,-208.00
T130,412779,306377.00,305685.00,692.00
T130,412799,307021.00,305996.00,1025.00
T140,412816,130837.00,132635.00,-1798.00
T138,412818,132672.00,132294.00,378.00
"","","","",""
"","","","",""
T130,412828,307854.00,307088.00,766.00
T138,412835,133173.00,133379.00,-206.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T131,413101,281359.00,280356.00,1003.00
T138,413119,133408.00,132646.00,762.00
T131,413128,281624.00,281597.00,27.00
"","","","",""
T138,413135,133833.00,133761.00,72.00
"","","","",""
T130,413180,307854.00,307088.00,766.00
"","","","",""
T129,413193,289996.00,290404.00,-408.00
T140,413217,133017.00,132249.00,768.00
"","","","",""
T133,413229,474384.00,474298.00,86.00
T131,413251,282038.00,282430.00,-392.00
T129,413252,291245.00,290592.00,653.00
T137,413521,136312.00,133961.00,2351.00
"","","","",""
"","","","",""
"","","","",""
"","","","",""
T128,413606,289957.00,289951.00,6.00
"","","","",""
T130,413618,309460.00,309692.00,-232.00
T132,413643,477910.00,489782.00,-11872.00
T140,413654,133334.00,131488.00,1846.00
"","","","",""
"","","","",""
"","","","",""
T137,414417,136541.00,135415.00,1126.00
T137,414422,136759.00,135030.00,1729.00
T131,414426,282276.00,282249.00,27.00
T132,414441,477910.00,490381.00,-12471.00
"","","","",""
T137,414463,136902.00,136513.00,389.00
"","","","",""
T140,414472,133754.00,133727.00,27.00
T137,414699,137277.00,137250.00,27.00
"","","","",""
T136,414709,137721.00,138435.00,-714.00
T130,414711,309837.00,310046.00,-209.00
T129,414721,291675.00,291591.00,84.00
T129,414722,291909.00,291399.00,510.00
T138,414724,136000.00,141258.00,-5258.00
"","","","",""
T138,414752,136138.00,136701.00,-563.00
"","","","",""
T129,414755,291909.00,291966.00,-57.00
"","","","",""
T128,414779,289957.00,288585.00,1372.00
"","","","",""
T138,414788,136604.00,134847.00,1757.00
T138,414809,136931.00,134113.00,2818.00
T132,414824,490508.00,490497.00,11.00
T132,414827,491795.00,490769.00,1026.00
