Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
349,30202,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
350,30209,LD,001,2015-08-01,"R6,989.60",R721.45,444,No
361,30290,LD,001,2015-08-01,"R9,724.50","R2,223.85",540,No
362,30289,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
363,30229,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
364,30364,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
365,30224,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
366,30288,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
367,30397,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
368,30230,LD,001,2015-08-01,"R9,724.50","R2,223.85",540,No
369,30231,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
370,30232,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
372,9061,LD,001,2015-08-01,"R6,989.60",R721.45,444,Yes
375,30369,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
376,30367,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
379,30370,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
38,30048,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,No
382,30398,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
383,30396,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
384,412,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
385,30483,LD,001,2015-08-01,"R7,541.75",R758.95,473,No
386,31075,Freight,"",2015-08-01,"R7,541.75",R758.95,473,No
413,31018,Freight,"",2015-08-01,"R7,541.75",R758.95,473,No
414,31019,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
415,31020,Freight,"",2015-08-01,"R7,541.75",R758.95,473,No
416,31021,Freight - Volumax Fleet,005,2015-08-01,"R9,724.50","R2,223.85",540,Yes
418,31023,Freight,"",2015-08-01,"R9,724.50","R2,223.85",540,No
419,31024,Freight,"",2015-08-01,"R9,724.50","R2,223.85",540,Yes
420,31025,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
421,31026,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
423,31028,Freight,"",2015-08-01,"R6,989.60",R721.45,444,No
427,31032,Freight,"",2015-08-01,"R9,724.50","R2,223.85",540,No
430,31035,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
431,31036,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
432,31037,Freight,"",2015-08-01,"R9,724.50","R2,223.85",540,No
434,31039,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
435,31040,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,Yes
438,31043,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
439,31044,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
440,31045,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
48,30050,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
49,30047,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
50,30051,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
51,30059,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
52,30057,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
53,30058,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
54,30056,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
55,30060,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
61,30091,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
62,30085,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,Yes
68,1133,LD,001,2015-08-01,"R7,541.75",R758.95,473,Yes
7,30042,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,Yes
9,30044,LWT Fleet,002,2015-08-01,"R9,724.50","R2,223.85",540,No
95,1143,LD,001,2015-08-01,"R7,541.75",R758.95,473,Yes
Honeydew,"",Warehousing Freight,"",2015-08-01,R483.87,R72.58,0,Yes
Monteagle,"",Warehousing Freight,"",2015-08-01,"R24,500.58","R3,675.09",0,Yes
