Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
T021,4001,T24 - Revenue - Sappi,"",2015-08-04,"R7,459.93","R1,342.79",435,Yes
T023,4032,T24 - Revenue - Vryhied Adhoc,"",2015-08-04,"R8,219.86","R1,479.58",387,Yes
T024,4033,T24 - Revenue - Vryhied Adhoc,"",2015-08-04,"R8,219.86","R1,479.58",387,No
T037,4004,T24 - Revenue - Sappi,"",2015-08-04,"R7,459.93","R1,342.79",435,Yes
T038,4021,T24 - Revenue - Sappi,"",2015-08-04,"R7,459.93","R1,342.79",435,Yes
T039,4036,T24 - Revenue - Vryhied Adhoc,"",2015-08-04,"R7,459.93","R1,342.79",435,Yes
T040,4040,T24 - Revenue - Vryhied Adhoc,"",2015-08-04,"R7,459.93","R1,342.79",435,No
T041,4041,T24 - Revenue - Vryhied Adhoc,"",2015-08-04,"R7,459.93","R1,342.79",435,Yes
T042,4042,T24 - Revenue - Vryhied Adhoc,"",2015-08-04,"R7,459.93","R1,342.79",435,Yes
T047,4005,T24 - Revenue - Sappi,"",2015-08-04,"R7,459.93","R1,342.79",435,Yes
T049,4045,T24 - Revenue - Vryhied Adhoc,"",2015-08-04,"R7,459.93","R1,342.79",435,Yes
T052,4013,T24 - Revenue - Mondi KZN,"",2015-08-04,"R8,177.11","R1,471.88",417,Yes
T053,4016,T24 - Revenue - Mondi KZN,"",2015-08-04,"R8,177.11","R1,471.88",417,Yes
T055,4014,T24 - Howick,"",2015-08-04,"R8,177.11","R1,471.88",417,Yes
T057,4017,T24 - Revenue - Mondi KZN,"",2015-08-04,"R8,177.11","R1,471.88",417,Yes
T116,4029,T24 - Revenue - Vryhied Adhoc,"",2015-08-04,"R8,609.25","R1,549.67",500,Yes
T128,2052,T24 - Highflats,"",2015-08-04,"R9,492.04","R1,708.57",425,Yes
T129,2051,T24 - Highflats,"",2015-08-04,"R9,492.04","R1,708.57",425,Yes
T132,1027,T24 - Highflats,"",2015-08-04,"R9,492.04","R1,708.57",425,Yes
T133,1028,T24 - Highflats,"",2015-08-04,"R9,492.04","R1,708.57",425,Yes
T134,1036,T24 - Highflats,"",2015-08-04,"R11,419.06","R2,055.43",550,Yes
T135,1037,T24 - Highflats,"",2015-08-04,"R11,419.06","R2,055.43",550,Yes
