Truck,Date,Income,Contribution,Kms,Blackout Status
545218,2015-03-31,"R7,902.98","R1,931.36",335,Yes
545221,2015-03-31,"R7,902.98","R1,931.36",335,Yes
545222,2015-03-31,"R7,902.98","R1,931.36",335,Yes
545223,2015-03-31,"R7,948.40","R1,942.46",255,Yes
545226,2015-03-31,"R7,948.40","R1,942.46",255,Yes
545227,2015-03-31,"R7,948.40","R1,942.46",255,Yes
545231,2015-03-31,"R8,899.67","R2,174.93",390,Yes
644258,2015-03-31,"R5,509.32","R1,346.39",223,Yes
644259,2015-03-31,"R5,509.32","R1,346.39",223,Yes
T2849,2015-03-31,"R7,990.65","R1,952.78",258,Yes
T2875,2015-03-31,"R7,990.65","R1,952.78",258,Yes
T2899,2015-03-31,"R7,990.65","R1,952.78",258,Yes
T2924,2015-03-31,"R7,990.65","R1,952.78",258,Yes
T2948,2015-03-31,"R7,990.65","R1,952.78",258,Yes
T2950,2015-03-31,"R10,156.02","R2,481.97",389,Yes
