Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
444069,5553,Illovo - Germiston F&V,334,2015-08-19,"R6,914.96","R1,244.69",225,Yes
444070,9143,Illovo - Germiston F&V,334,2015-08-19,"R6,914.96","R1,244.69",225,Yes
444071,9146,Illovo - Germiston F&V,334,2015-08-19,"R6,914.96","R1,244.69",225,Yes
444072,9159,Illovo - Germiston F&V,334,2015-08-19,"R6,914.96","R1,244.69",225,Yes
444073,9144,Illovo - Germiston F&V,334,2015-08-19,"R6,914.96","R1,244.69",225,Yes
525201,5205,Toyota - X Dock,327,2015-08-19,"R2,872.37",R517.03,160,No
545249,9722,Toyota - X Dock,327,2015-08-19,"R12,252.32","R2,205.42",775,Yes
545250,"",Toyota - X Dock,327,2015-08-19,"R12,252.32","R2,205.42",775,Yes
545251,9723,Toyota - X Dock,327,2015-08-19,"R12,252.32","R2,205.42",775,Yes
545252,"",Toyota - X Dock,327,2015-08-19,"R12,252.32","R2,205.42",775,Yes
545253,"",Toyota - X Dock,327,2015-08-19,"R12,252.32","R2,205.42",775,Yes
545254,"",Toyota - X Dock,327,2015-08-19,"R12,252.32","R2,205.42",775,Yes
C2,5126,Toyota - X Dock,327,2015-08-19,"R1,922.57",R346.06,161,Yes
D550,9719,Illovo - Germiston F&V,334,2015-08-19,"R6,914.96","R1,244.69",225,Yes
D616,"",Illovo - Germiston CCC,333,2015-08-19,"R9,356.61","R1,684.19",496,Yes
D617,9176,Illovo - Germiston CCC,333,2015-08-19,"R9,356.61","R1,684.19",496,Yes
D618,"",Illovo - Germiston CCC,333,2015-08-19,"R9,356.61","R1,684.19",496,Yes
Hire1,5217,Toyota - X Dock,327,2015-08-19,"R2,243.61",R403.85,161,Yes
Hire2,5218,Toyota - X Dock,327,2015-08-19,"R2,243.61",R403.85,161,No
Hire3,5219,Toyota - X Dock,327,2015-08-19,"R2,243.61",R403.85,161,No
