Fleet No.,Refuel Order Number,Odometer,Last Trip Odometer,Variance
D26,423519,197382.00,197390.00,-8.00
"","","","",""
"","","","",""
D26,423528,198143.00,198151.00,-8.00
"","","","",""
"","","","",""
D588,423886,26866.00,26807.00,59.00
D615,423920,7317.00,7153.00,164.00
D26,424071,198901.00,198901.00,0.00
D25,424225,137910.00,138137.00,-227.00
"","","","",""
D584,424765,22491.00,22637.00,-146.00
"","","","",""
D615,425637,7944.00,7943.00,1.00
"","","","",""
D25,425904,"",133187.00,-133187.00
D590,425908,29263.00,28662.00,601.00
"","","","",""
D590,425911,30117.00,30289.00,-172.00
D590,425912,30663.00,30821.00,-158.00
D584,425966,23130.00,23161.00,-31.00
"","","","",""
