Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
238,Hillside Aluminium Ltd,"",2015-09-13 00:45:00,2015-09-13 00:55:00,"1,894.94",13,2015-09-13 00:55:00,223
238,Hillside Aluminium Ltd,"",2015-09-13 06:25:00,2015-09-13 06:30:00,"1,889.97",24,2015-09-13 06:50:00,223
238,Hillside Aluminium Ltd,"",2015-09-13 10:45:00,2015-09-13 10:50:00,"1,892.45",13,2015-09-13 10:55:00,223
238,Hillside Aluminium Ltd,"",2015-09-13 14:00:00,2015-09-13 14:15:00,"1,871.32",13,2015-09-13 14:20:00,223
238,Hillside Aluminium Ltd,"",2015-09-13 20:00:00,2015-09-13 20:10:00,"1,901.16",24,2015-09-13 20:15:00,223
238,Hillside Aluminium Ltd,"",2015-09-13 23:30:00,2015-09-13 23:35:00,"1,889.97",13,2015-09-13 23:40:00,223
