startDate,stopDate,Truck
2015-03-19 00:00:00,2015-03-20 00:00:00,E52
2015-03-19 00:00:00,2015-03-20 00:00:00,E53
2015-03-19 00:00:00,2015-03-20 00:00:00,E64
2015-03-19 00:00:00,2015-03-20 00:00:00,E66
2015-03-19 00:00:00,2015-03-20 00:00:00,E67
2015-03-19 00:00:00,2015-03-20 00:00:00,E44
2015-03-19 00:00:00,2015-03-20 00:00:00,E47
2015-03-19 00:00:00,2015-03-20 00:00:00,E65
2015-03-19 00:00:00,2015-03-20 00:00:00,E49
2015-03-19 00:00:00,2015-03-20 00:00:00,E21
2015-03-19 00:00:00,2015-03-20 00:00:00,E22
2015-03-19 00:00:00,2015-03-20 00:00:00,E23
2015-03-19 00:00:00,2015-03-20 00:00:00,E24
2015-03-19 00:00:00,2015-03-20 00:00:00,E25
2015-03-19 00:00:00,2015-03-20 00:00:00,E27
2015-03-19 00:00:00,2015-03-20 00:00:00,E28
2015-03-19 00:00:00,2015-03-20 00:00:00,E31
2015-03-19 00:00:00,2015-03-20 00:00:00,E32
2015-03-19 00:00:00,2015-03-20 00:00:00,E33
2015-03-19 00:00:00,2015-03-20 00:00:00,E37
2015-03-19 00:00:00,2015-03-20 00:00:00,E100
2015-03-19 00:00:00,2015-03-20 00:00:00,E30
2015-03-19 00:00:00,2015-03-20 00:00:00,E114
2015-03-19 00:00:00,2015-03-20 00:00:00,E115
2015-03-19 00:00:00,2015-03-20 00:00:00,E116
2015-03-19 00:00:00,2015-03-20 00:00:00,E117
2015-03-19 00:00:00,2015-03-20 00:00:00,E113
2015-03-19 00:00:00,2015-03-20 00:00:00,E59
2015-03-19 00:00:00,2015-03-20 00:00:00,E102
2015-03-19 00:00:00,2015-03-20 00:00:00,E99
2015-03-19 00:00:00,2015-03-20 00:00:00,E38
2015-03-19 00:00:00,2015-03-20 00:00:00,E36
2015-03-19 00:00:00,2015-03-20 00:00:00,E93
2015-03-19 00:00:00,2015-03-20 00:00:00,E98
2015-03-19 00:00:00,2015-03-20 00:00:00,E101
2015-03-19 00:00:00,2015-03-20 00:00:00,E150
2015-03-19 00:00:00,2015-03-20 00:00:00,E152
2015-03-19 00:00:00,2015-03-20 00:00:00,E153
2015-03-19 00:00:00,2015-03-20 00:00:00,E155
2015-03-19 00:00:00,2015-03-20 00:00:00,E29
